fixture_id,league,season,kickoff,home_team,away_team,status,home_goals,away_goals,home_xg,away_xg,o_home,o_draw,o_away,o_btts_yes,o_btts_no,o_over_25,o_under_25,synthetic_only
3620,Serie A (Italy),2024,2025-09-17 13:00:00,Ser-Team-01,Ser-Team-03,FINISHED,0.0,0.0,1.59,0.79,1.62,4.01,5.38,2.07,1.77,2.05,1.79,True
3621,Serie A (Italy),2024,2025-09-17 13:00:00,Ser-Team-08,Ser-Team-02,FINISHED,3.0,1.0,0.98,1.95,5.13,4.38,1.58,1.77,2.06,1.7,2.17,True
3622,Serie A (Italy),2024,2025-09-17 16:00:00,Ser-Team-07,Ser-Team-15,FINISHED,0.0,0.0,1.58,0.88,2.0,3.37,3.79,2.19,1.69,2.46,1.55,True
3623,Serie A (Italy),2024,2025-09-17 16:00:00,Ser-Team-04,Ser-Team-05,FINISHED,2.0,1.0,1.1,0.83,2.39,2.76,3.56,3.07,1.39,4.11,1.24,True
3624,Serie A (Italy),2024,2025-09-17 21:00:00,Ser-Team-11,Ser-Team-12,FINISHED,2.0,2.0,0.61,1.49,3.98,3.46,1.93,2.12,1.72,2.37,1.59,True
3625,Bundesliga (Germany),2024,2025-09-17 13:00:00,Bun-Team-09,Bun-Team-12,FINISHED,0.0,1.0,1.15,0.72,2.36,2.91,3.4,2.72,1.47,3.45,1.31,True
3626,Bundesliga (Germany),2024,2025-09-17 16:00:00,Bun-Team-02,Bun-Team-08,FINISHED,0.0,0.0,1.3,0.49,1.82,3.08,5.6,3.19,1.35,3.68,1.29,True
3627,Bundesliga (Germany),2024,2025-09-17 16:00:00,Bun-Team-04,Bun-Team-13,FINISHED,3.0,1.0,1.96,1.57,2.63,3.81,2.4,1.63,2.31,1.71,2.15,True
3628,Bundesliga (Germany),2024,2025-09-17 18:00:00,Bun-Team-01,Bun-Team-06,FINISHED,0.0,1.0,1.14,1.44,2.81,3.59,2.33,1.78,2.03,1.95,1.86,True
3629,Bundesliga (Germany),2024,2025-09-17 16:00:00,Bun-Team-15,Bun-Team-05,FINISHED,3.0,0.0,1.41,0.7,1.82,3.14,5.04,2.85,1.42,3.3,1.35,True
3630,Bundesliga (Germany),2024,2025-09-17 21:00:00,Bun-Team-14,Bun-Team-07,FINISHED,3.0,1.0,2.19,1.8,2.44,4.06,2.48,1.46,2.74,1.5,2.64,True
3631,Bundesliga (Germany),2024,2025-09-17 21:00:00,Bun-Team-16,Bun-Team-03,FINISHED,2.0,1.0,1.19,0.42,2.31,2.9,3.57,2.83,1.43,3.65,1.28,True
3632,Bundesliga (Germany),2024,2025-09-17 21:00:00,Bun-Team-10,Bun-Team-11,FINISHED,3.0,0.0,1.87,1.31,1.76,3.79,4.37,1.98,1.84,2.06,1.77,True
3633,Ligue 1 (France),2024,2025-09-17 21:00:00,Lig-Team-01,Lig-Team-11,FINISHED,2.0,0.0,1.2,0.99,2.89,3.44,2.36,1.95,1.87,2.15,1.71,True
3634,Ligue 1 (France),2024,2025-09-17 21:00:00,Lig-Team-08,Lig-Team-14,FINISHED,0.0,1.0,0.84,0.94,3.15,2.96,2.47,2.54,1.51,3.22,1.35,True
3635,Ligue 1 (France),2024,2025-09-17 21:00:00,Lig-Team-04,Lig-Team-13,FINISHED,0.0,0.0,0.49,0.62,2.37,2.61,3.98,3.66,1.29,5.14,1.17,True
3636,Ligue 1 (France),2024,2025-09-17 18:00:00,Lig-Team-09,Lig-Team-06,FINISHED,3.0,4.0,1.95,0.98,1.66,4.17,4.63,1.78,2.04,1.76,2.07,True
3637,Ligue 1 (France),2024,2025-09-17 16:00:00,Lig-Team-15,Lig-Team-16,FINISHED,4.0,0.0,1.68,0.37,1.61,3.63,6.1,2.61,1.49,2.62,1.49,True
3638,Ligue 1 (France),2024,2025-09-17 16:00:00,Lig-Team-05,Lig-Team-12,FINISHED,1.0,1.0,0.89,1.46,3.36,3.14,2.24,2.36,1.61,2.85,1.44,True
3639,Ligue 1 (France),2024,2025-09-17 21:00:00,Lig-Team-07,Lig-Team-10,FINISHED,1.0,0.0,1.57,0.76,1.34,4.64,10.14,2.78,1.45,2.19,1.68,True
3640,Ligue 1 (France),2024,2025-09-17 21:00:00,Lig-Team-02,Lig-Team-03,FINISHED,0.0,2.0,0.98,0.81,3.28,2.43,2.88,3.85,1.27,5.93,1.14,True
3641,Premier League (England),2024,2025-09-18 16:00:00,Pre-Team-11,Pre-Team-01,FINISHED,2.0,0.0,1.73,1.21,1.91,3.94,3.49,1.68,2.22,1.73,2.1,True
3642,Premier League (England),2024,2025-09-18 18:00:00,Pre-Team-03,Pre-Team-13,FINISHED,0.0,0.0,1.27,0.8,2.38,3.1,3.16,2.4,1.59,2.93,1.41,True
3643,Premier League (England),2024,2025-09-18 13:00:00,Pre-Team-10,Pre-Team-06,FINISHED,2.0,2.0,0.83,1.19,3.3,3.49,2.16,1.96,1.88,2.2,1.68,True
3644,Premier League (England),2024,2025-09-18 16:00:00,Pre-Team-05,Pre-Team-02,FINISHED,0.0,0.0,0.75,0.97,3.52,2.88,2.32,2.74,1.44,3.55,1.31,True
3645,Premier League (England),2024,2025-09-18 13:00:00,Pre-Team-07,Pre-Team-04,FINISHED,0.0,2.0,1.1,2.78,7.43,5.91,1.33,1.56,2.45,1.32,3.45,True
3646,Premier League (England),2024,2025-09-18 18:00:00,Pre-Team-12,Pre-Team-14,FINISHED,1.0,2.0,1.15,1.17,2.63,3.24,2.68,2.15,1.73,2.5,1.55,True
3647,Premier League (England),2024,2025-09-18 21:00:00,Pre-Team-08,Pre-Team-15,FINISHED,0.0,2.0,0.82,0.68,3.58,2.83,2.34,2.92,1.41,3.79,1.27,True
3648,Premier League (England),2024,2025-09-18 16:00:00,Pre-Team-09,Pre-Team-16,FINISHED,1.0,0.0,0.61,1.17,3.69,2.48,2.6,3.82,1.27,5.72,1.14,True
3649,La Liga (Spain),2024,2025-09-18 13:00:00,La -Team-11,La -Team-16,FINISHED,5.0,0.0,1.66,0.74,1.68,3.46,5.77,2.7,1.46,2.82,1.43,True
3650,La Liga (Spain),2024,2025-09-18 16:00:00,La -Team-09,La -Team-15,FINISHED,2.0,4.0,1.52,2.09,2.85,3.86,2.25,1.62,2.32,1.68,2.17,True
3651,La Liga (Spain),2024,2025-09-18 21:00:00,La -Team-13,La -Team-10,FINISHED,0.0,3.0,1.01,1.19,2.91,3.27,2.41,2.12,1.72,2.52,1.54,True
3652,La Liga (Spain),2024,2025-09-18 13:00:00,La -Team-02,La -Team-07,FINISHED,1.0,2.0,1.73,0.92,1.64,4.07,4.94,1.92,1.88,1.92,1.9,True
3653,La Liga (Spain),2024,2025-09-18 21:00:00,La -Team-12,La -Team-08,FINISHED,4.0,0.0,1.12,0.71,1.98,3.11,4.29,2.67,1.48,3.19,1.36,True
3654,La Liga (Spain),2024,2025-09-18 18:00:00,La -Team-05,La -Team-03,FINISHED,4.0,0.0,2.55,0.67,1.28,6.42,8.68,1.6,2.36,1.29,3.52,True
3655,La Liga (Spain),2024,2025-09-18 13:00:00,La -Team-14,La -Team-06,FINISHED,1.0,0.0,1.36,0.96,1.82,3.45,4.5,2.32,1.63,2.55,1.52,True
3656,La Liga (Spain),2024,2025-09-18 13:00:00,La -Team-01,La -Team-04,FINISHED,1.0,1.0,1.2,0.95,2.31,3.15,3.26,2.34,1.61,2.83,1.43,True
3657,Serie A (Italy),2024,2025-09-18 16:00:00,Ser-Team-04,Ser-Team-09,FINISHED,0.0,2.0,1.39,0.65,1.95,3.1,4.54,2.74,1.45,3.25,1.34,True
3658,Serie A (Italy),2024,2025-09-18 16:00:00,Ser-Team-15,Ser-Team-05,FINISHED,2.0,0.0,0.45,0.57,3.97,2.93,2.15,2.84,1.43,3.58,1.28,True
3659,Serie A (Italy),2024,2025-09-18 21:00:00,Ser-Team-07,Ser-Team-02,FINISHED,4.0,0.0,0.93,1.09,2.88,3.14,2.58,2.34,1.6,2.87,1.43,True
3660,Serie A (Italy),2024,2025-09-18 16:00:00,Ser-Team-11,Ser-Team-13,FINISHED,0.0,0.0,0.8,0.64,3.15,2.9,2.5,2.63,1.49,3.38,1.32,True
3661,Serie A (Italy),2024,2025-09-18 18:00:00,Ser-Team-06,Ser-Team-12,FINISHED,0.0,0.0,0.8,1.24,6.95,2.69,1.84,4.67,1.21,5.66,1.14,True
3662,Serie A (Italy),2024,2025-09-18 21:00:00,Ser-Team-01,Ser-Team-16,FINISHED,1.0,0.0,1.92,0.42,1.27,5.64,10.03,2.16,1.71,1.69,2.19,True
3663,Serie A (Italy),2024,2025-09-18 21:00:00,Ser-Team-10,Ser-Team-14,FINISHED,0.0,1.0,1.16,1.03,2.36,3.51,2.86,1.88,1.94,2.08,1.76,True
3664,Serie A (Italy),2024,2025-09-18 18:00:00,Ser-Team-08,Ser-Team-03,FINISHED,0.0,5.0,1.31,1.88,3.66,4.57,1.76,1.4,2.98,1.35,3.19,True
3665,Bundesliga (Germany),2024,2025-09-18 13:00:00,Bun-Team-04,Bun-Team-07,FINISHED,0.0,2.0,1.25,1.37,3.0,3.45,2.27,1.93,1.9,2.13,1.71,True
3666,Bundesliga (Germany),2024,2025-09-18 21:00:00,Bun-Team-09,Bun-Team-10,FINISHED,2.0,0.0,1.07,0.34,1.93,2.94,4.93,3.13,1.37,3.84,1.27,True
3667,Bundesliga (Germany),2024,2025-09-18 21:00:00,Bun-Team-14,Bun-Team-08,FINISHED,0.0,3.0,1.95,1.36,1.65,3.86,5.2,2.14,1.72,2.16,1.71,True
3668,Bundesliga (Germany),2024,2025-09-18 21:00:00,Bun-Team-06,Bun-Team-16,FINISHED,0.0,2.0,1.97,0.63,1.37,4.86,7.88,2.16,1.73,1.8,2.01,True
3669,Bundesliga (Germany),2024,2025-09-18 18:00:00,Bun-Team-03,Bun-Team-02,FINISHED,1.0,0.0,0.99,1.21,3.56,3.05,2.23,2.5,1.53,3.08,1.37,True
3670,Bundesliga (Germany),2024,2025-09-18 18:00:00,Bun-Team-05,Bun-Team-01,FINISHED,1.0,1.0,1.13,0.87,2.5,3.13,2.94,2.3,1.62,2.81,1.43,True
3671,Bundesliga (Germany),2024,2025-09-18 16:00:00,Bun-Team-12,Bun-Team-11,FINISHED,3.0,0.0,2.34,0.9,1.39,5.03,7.24,1.89,1.93,1.66,2.28,True
3672,Bundesliga (Germany),2024,2025-09-18 21:00:00,Bun-Team-13,Bun-Team-15,FINISHED,3.0,2.0,0.59,1.85,3.98,3.6,1.88,2.05,1.8,2.19,1.7,True
3673,Ligue 1 (France),2024,2025-09-18 21:00:00,Lig-Team-16,Lig-Team-15,FINISHED,0.0,1.0,1.23,1.75,4.24,3.21,1.96,2.49,1.54,2.9,1.41,True
3674,Ligue 1 (France),2024,2025-09-18 18:00:00,Lig-Team-11,Lig-Team-08,FINISHED,4.0,0.0,1.21,0.92,1.71,3.26,5.88,3.05,1.37,3.36,1.33,True
3675,Ligue 1 (France),2024,2025-09-18 21:00:00,Lig-Team-13,Lig-Team-10,FINISHED,0.0,0.0,1.38,0.26,1.64,3.6,5.79,2.56,1.51,2.65,1.5,True
3676,Ligue 1 (France),2024,2025-09-18 21:00:00,Lig-Team-14,Lig-Team-01,FINISHED,3.0,0.0,1.56,0.98,2.21,3.68,2.94,1.73,2.1,1.84,1.94,True
3677,Ligue 1 (France),2024,2025-09-18 16:00:00,Lig-Team-12,Lig-Team-04,FINISHED,1.0,2.0,0.31,0.56,2.43,2.72,3.52,3.13,1.37,4.23,1.23,True
3678,Ligue 1 (France),2024,2025-09-18 13:00:00,Lig-Team-03,Lig-Team-07,FINISHED,1.0,1.0,0.87,1.26,3.79,2.74,2.33,3.19,1.36,4.39,1.22,True
3679,Ligue 1 (France),2024,2025-09-18 18:00:00,Lig-Team-09,Lig-Team-02,FINISHED,1.0,0.0,1.25,0.99,1.73,3.12,6.28,3.33,1.33,3.66,1.3,True
3680,Ligue 1 (France),2024,2025-09-18 21:00:00,Lig-Team-05,Lig-Team-06,FINISHED,0.0,1.0,1.87,1.63,2.42,3.64,2.68,1.74,2.12,1.86,1.94,True
3681,Premier League (England),2024,2025-09-24 13:00:00,Pre-Team-15,Pre-Team-09,FINISHED,0.0,1.0,1.02,0.83,2.55,2.83,3.18,2.82,1.44,3.74,1.28,True
3682,Premier League (England),2024,2025-09-24 18:00:00,Pre-Team-04,Pre-Team-08,FINISHED,0.0,0.0,1.98,0.43,1.3,4.9,11.61,2.92,1.41,2.19,1.67,True
3683,Premier League (England),2024,2025-09-24 16:00:00,Pre-Team-16,Pre-Team-03,FINISHED,1.0,0.0,0.92,0.69,2.06,2.92,4.33,3.06,1.39,3.82,1.27,True
3684,Premier League (England),2024,2025-09-24 16:00:00,Pre-Team-12,Pre-Team-01,FINISHED,0.0,2.0,1.48,1.47,3.41,4.02,1.94,1.61,2.32,1.64,2.26,True
3685,Premier League (England),2024,2025-09-24 13:00:00,Pre-Team-11,Pre-Team-10,FINISHED,4.0,1.0,2.58,0.73,1.25,6.11,9.47,1.85,1.96,1.47,2.74,True
3686,Premier League (England),2024,2025-09-24 16:00:00,Pre-Team-06,Pre-Team-13,FINISHED,0.0,0.0,1.15,1.34,2.65,3.09,2.84,2.38,1.59,2.89,1.4,True
3687,Premier League (England),2024,2025-09-24 18:00:00,Pre-Team-14,Pre-Team-02,FINISHED,0.0,0.0,0.6,1.53,4.48,2.84,2.04,3.14,1.35,4.06,1.24,True
3688,Premier League (England),2024,2025-09-24 13:00:00,Pre-Team-05,Pre-Team-07,FINISHED,2.0,1.0,1.71,1.22,1.49,4.56,5.71,1.79,2.01,1.69,2.21,True
3689,La Liga (Spain),2024,2025-09-24 18:00:00,La -Team-09,La -Team-07,FINISHED,2.0,0.0,1.93,0.93,1.95,3.77,3.48,1.76,2.05,1.87,1.94,True
3690,La Liga (Spain),2024,2025-09-24 21:00:00,La -Team-14,La -Team-04,FINISHED,0.0,3.0,1.36,0.57,1.75,3.13,5.89,3.24,1.34,3.61,1.29,True
3691,La Liga (Spain),2024,2025-09-24 18:00:00,La -Team-15,La -Team-03,FINISHED,3.0,0.0,2.04,1.12,1.57,4.54,4.81,1.64,2.26,1.56,2.47,True
3692,La Liga (Spain),2024,2025-09-24 16:00:00,La -Team-11,La -Team-05,FINISHED,0.0,1.0,0.88,1.42,2.88,3.04,2.61,2.43,1.58,2.97,1.4,True
3693,La Liga (Spain),2024,2025-09-24 13:00:00,La -Team-16,La -Team-06,FINISHED,2.0,1.0,1.07,1.1,3.72,3.45,2.01,2.09,1.76,2.34,1.61,True
3694,La Liga (Spain),2024,2025-09-24 18:00:00,La -Team-12,La -Team-01,FINISHED,1.0,0.0,1.96,0.81,1.42,4.71,6.82,1.99,1.84,1.74,2.11,True
3695,La Liga (Spain),2024,2025-09-24 21:00:00,La -Team-08,La -Team-13,FINISHED,1.0,1.0,1.13,0.56,1.94,2.99,4.72,2.97,1.4,3.67,1.3,True
3696,La Liga (Spain),2024,2025-09-24 13:00:00,La -Team-10,La -Team-02,FINISHED,4.0,0.0,1.76,1.17,1.89,4.16,3.44,1.53,2.52,1.53,2.49,True
3697,Serie A (Italy),2024,2025-09-24 16:00:00,Ser-Team-06,Ser-Team-11,FINISHED,0.0,0.0,0.53,0.78,4.22,2.18,2.73,5.22,1.17,8.88,1.07,True
3698,Serie A (Italy),2024,2025-09-24 16:00:00,Ser-Team-03,Ser-Team-09,FINISHED,0.0,2.0,1.65,1.39,2.5,3.34,2.76,2.01,1.8,2.32,1.62,True
3699,Serie A (Italy),2024,2025-09-24 16:00:00,Ser-Team-04,Ser-Team-12,FINISHED,2.0,0.0,1.7,1.22,2.18,3.2,3.48,2.3,1.62,2.71,1.46,True
3700,Serie A (Italy),2024,2025-09-24 16:00:00,Ser-Team-02,Ser-Team-16,FINISHED,3.0,1.0,2.01,0.56,1.45,4.34,6.84,2.19,1.69,2.01,1.82,True
3701,Serie A (Italy),2024,2025-09-24 18:00:00,Ser-Team-15,Ser-Team-14,FINISHED,0.0,2.0,0.76,1.09,3.64,3.06,2.2,2.58,1.52,3.2,1.36,True
3702,Serie A (Italy),2024,2025-09-24 21:00:00,Ser-Team-08,Ser-Team-07,FINISHED,1.0,0.0,1.74,2.02,3.79,4.41,1.77,1.49,2.65,1.47,2.74,True
3703,Serie A (Italy),2024,2025-09-24 16:00:00,Ser-Team-13,Ser-Team-10,FINISHED,0.0,1.0,1.0,1.06,2.63,3.43,2.56,1.95,1.87,2.21,1.68,True
3704,Serie A (Italy),2024,2025-09-24 18:00:00,Ser-Team-01,Ser-Team-05,FINISHED,2.0,1.0,1.31,0.94,2.26,2.93,3.71,2.82,1.44,3.63,1.3,True
3705,Bundesliga (Germany),2024,2025-09-24 13:00:00,Bun-Team-15,Bun-Team-08,FINISHED,2.0,0.0,1.49,0.41,1.48,3.47,10.69,4.45,1.21,3.86,1.27,True
3706,Bundesliga (Germany),2024,2025-09-24 13:00:00,Bun-Team-03,Bun-Team-02,FINISHED,1.0,1.0,0.81,1.01,3.5,3.04,2.22,2.54,1.53,3.1,1.37,True
3707,Bundesliga (Germany),2024,2025-09-24 16:00:00,Bun-Team-12,Bun-Team-14,FINISHED,1.0,1.0,2.73,0.98,1.45,5.11,5.64,1.54,2.47,1.41,2.98,True
3708,Bundesliga (Germany),2024,2025-09-24 18:00:00,Bun-Team-05,Bun-Team-09,FINISHED,0.0,0.0,0.59,0.69,3.55,2.73,2.43,3.11,1.37,4.2,1.23,True
3709,Bundesliga (Germany),2024,2025-09-24 13:00:00,Bun-Team-04,Bun-Team-13,FINISHED,1.0,2.0,1.59,1.6,2.64,3.83,2.4,1.62,2.33,1.71,2.16,True
3710,Bundesliga (Germany),2024,2025-09-24 21:00:00,Bun-Team-11,Bun-Team-01,FINISHED,2.0,1.0,1.23,1.33,3.37,3.68,2.03,1.8,2.0,1.94,1.86,True
3711,Bundesliga (Germany),2024,2025-09-24 13:00:00,Bun-Team-07,Bun-Team-16,FINISHED,0.0,0.0,1.23,0.76,1.73,3.58,4.91,2.28,1.64,2.44,1.57,True
3712,Bundesliga (Germany),2024,2025-09-24 21:00:00,Bun-Team-06,Bun-Team-10,FINISHED,3.0,0.0,1.55,1.21,1.74,3.82,4.52,1.98,1.84,2.04,1.79,True
3713,Ligue 1 (France),2024,2025-09-24 18:00:00,Lig-Team-08,Lig-Team-13,FINISHED,1.0,0.0,0.71,0.83,3.39,2.56,2.7,3.51,1.31,5.14,1.17,True
3714,Ligue 1 (France),2024,2025-09-24 21:00:00,Lig-Team-16,Lig-Team-04,FINISHED,0.0,1.0,0.64,0.09,3.34,2.32,3.0,4.29,1.22,7.03,1.1,True
3715,Ligue 1 (France),2024,2025-09-24 16:00:00,Lig-Team-12,Lig-Team-07,FINISHED,2.0,0.0,1.0,0.89,2.77,2.98,2.73,2.49,1.54,3.09,1.37,True
3716,Ligue 1 (France),2024,2025-09-24 13:00:00,Lig-Team-01,Lig-Team-09,FINISHED,1.0,3.0,1.24,1.07,3.06,3.28,2.34,2.13,1.73,2.45,1.56,True
3717,Ligue 1 (France),2024,2025-09-24 21:00:00,Lig-Team-06,Lig-Team-10,FINISHED,3.0,0.0,1.94,1.03,1.48,4.77,5.7,1.71,2.16,1.56,2.44,True
3718,Ligue 1 (France),2024,2025-09-24 13:00:00,Lig-Team-14,Lig-Team-02,FINISHED,1.0,2.0,1.19,0.98,1.93,3.22,4.34,2.53,1.55,2.92,1.42,True
3719,Ligue 1 (France),2024,2025-09-24 18:00:00,Lig-Team-15,Lig-Team-05,FINISHED,3.0,1.0,1.85,0.6,1.43,4.47,7.11,2.19,1.69,1.96,1.87,True
3720,Ligue 1 (France),2024,2025-09-24 18:00:00,Lig-Team-03,Lig-Team-11,FINISHED,1.0,1.0,0.91,0.73,3.29,2.92,2.4,2.67,1.48,3.43,1.32,True
3721,Premier League (England),2024,2025-09-25 13:00:00,Pre-Team-15,Pre-Team-16,FINISHED,1.0,0.0,0.9,0.7,3.56,2.7,2.43,3.16,1.37,4.35,1.22,True
3722,Premier League (England),2024,2025-09-25 16:00:00,Pre-Team-02,Pre-Team-05,FINISHED,1.0,1.0,1.11,0.75,1.88,3.14,4.92,2.86,1.43,3.32,1.35,True
3723,Premier League (England),2024,2025-09-25 13:00:00,Pre-Team-04,Pre-Team-01,FINISHED,4.0,0.0,1.72,0.84,1.68,4.0,4.63,1.9,1.93,1.89,1.89,True
3724,Premier League (England),2024,2025-09-25 16:00:00,Pre-Team-12,Pre-Team-09,FINISHED,1.0,2.0,1.28,1.35,2.68,3.32,2.58,2.05,1.79,2.36,1.6,True
3725,Premier League (England),2024,2025-09-25 13:00:00,Pre-Team-06,Pre-Team-08,FINISHED,1.0,0.0,0.97,0.89,1.86,3.15,4.91,2.83,1.43,3.25,1.34,True
3726,Premier League (England),2024,2025-09-25 18:00:00,Pre-Team-03,Pre-Team-11,FINISHED,0.0,4.0,0.98,1.21,3.03,3.63,2.19,1.78,2.04,1.91,1.89,True
3727,Premier League (England),2024,2025-09-25 21:00:00,Pre-Team-10,Pre-Team-14,FINISHED,0.0,2.0,0.8,1.3,3.35,3.04,2.27,2.51,1.54,3.07,1.37,True
3728,Premier League (England),2024,2025-09-25 16:00:00,Pre-Team-07,Pre-Team-13,FINISHED,1.0,0.0,1.17,1.55,3.29,3.93,1.98,1.67,2.25,1.72,2.13,True
3729,La Liga (Spain),2024,2025-09-25 16:00:00,La -Team-10,La -Team-03,FINISHED,1.0,3.0,2.62,0.63,1.4,5.48,6.05,1.52,2.63,1.34,3.35,True
3730,La Liga (Spain),2024,2025-09-25 13:00:00,La -Team-01,La -Team-12,FINISHED,1.0,4.0,0.68,1.85,4.42,3.92,1.72,1.89,1.93,1.91,1.92,True
3731,La Liga (Spain),2024,2025-09-25 21:00:00,La -Team-05,La -Team-09,FINISHED,2.0,3.0,2.93,1.13,1.36,5.66,7.06,1.59,2.36,1.36,3.1,True
3732,La Liga (Spain),2024,2025-09-25 21:00:00,La -Team-16,La -Team-11,FINISHED,0.0,0.0,0.66,1.29,4.02,3.11,2.03,2.61,1.5,3.13,1.37,True
3733,La Liga (Spain),2024,2025-09-25 16:00:00,La -Team-06,La -Team-15,FINISHED,1.0,2.0,0.96,0.99,2.23,3.26,3.3,2.2,1.68,2.56,1.5,True
3734,La Liga (Spain),2024,2025-09-25 21:00:00,La -Team-08,La -Team-07,FINISHED,1.0,0.0,1.45,0.74,1.67,3.2,6.6,3.34,1.33,3.58,1.3,True
3735,La Liga (Spain),2024,2025-09-25 18:00:00,La -Team-04,La -Team-02,FINISHED,1.0,2.0,0.96,0.99,2.63,3.32,2.65,2.05,1.8,2.35,1.59,True
3736,La Liga (Spain),2024,2025-09-25 13:00:00,La -Team-14,La -Team-13,FINISHED,4.0,1.0,1.22,0.6,1.69,3.42,5.63,2.68,1.47,2.85,1.44,True
3737,Serie A (Italy),2024,2025-09-25 18:00:00,Ser-Team-15,Ser-Team-03,FINISHED,0.0,2.0,1.14,0.7,2.61,3.39,2.58,1.97,1.85,2.27,1.65,True
3738,Serie A (Italy),2024,2025-09-25 13:00:00,Ser-Team-07,Ser-Team-12,FINISHED,0.0,2.0,1.02,1.42,2.98,3.48,2.3,1.92,1.89,2.14,1.72,True
3739,Serie A (Italy),2024,2025-09-25 21:00:00,Ser-Team-14,Ser-Team-09,FINISHED,1.0,0.0,1.58,0.62,2.12,3.04,3.81,2.65,1.49,3.26,1.35,True
3740,Serie A (Italy),2024,2025-09-25 13:00:00,Ser-Team-01,Ser-Team-16,FINISHED,2.0,2.0,2.61,0.47,1.28,5.58,10.09,2.18,1.71,1.68,2.18,True
3741,Serie A (Italy),2024,2025-09-25 18:00:00,Ser-Team-05,Ser-Team-02,FINISHED,5.0,2.0,0.8,0.75,2.37,2.76,3.6,3.06,1.38,4.1,1.24,True
3742,Serie A (Italy),2024,2025-09-25 21:00:00,Ser-Team-13,Ser-Team-04,FINISHED,1.0,0.0,0.98,0.77,3.47,2.82,2.41,2.91,1.4,3.88,1.26,True
3743,Serie A (Italy),2024,2025-09-25 21:00:00,Ser-Team-08,Ser-Team-10,FINISHED,0.0,3.0,1.34,2.44,5.27,5.57,1.44,1.36,3.23,1.21,4.32,True
3744,Serie A (Italy),2024,2025-09-25 16:00:00,Ser-Team-06,Ser-Team-11,FINISHED,0.0,1.0,0.6,0.7,4.2,2.19,2.72,5.21,1.16,8.86,1.06,True
3745,Bundesliga (Germany),2024,2025-09-25 18:00:00,Bun-Team-15,Bun-Team-09,FINISHED,1.0,0.0,0.43,0.9,2.52,2.59,3.62,3.48,1.32,4.89,1.18,True
3746,Bundesliga (Germany),2024,2025-09-25 21:00:00,Bun-Team-06,Bun-Team-08,FINISHED,2.0,0.0,2.06,0.29,1.38,4.38,9.65,2.94,1.42,2.39,1.59,True
3747,Bundesliga (Germany),2024,2025-09-25 21:00:00,Bun-Team-12,Bun-Team-16,FINISHED,3.0,0.0,2.04,0.51,1.44,4.29,7.58,2.43,1.56,2.17,1.7,True
3748,Bundesliga (Germany),2024,2025-09-25 16:00:00,Bun-Team-13,Bun-Team-03,FINISHED,1.0,1.0,1.87,1.02,1.68,3.78,4.8,2.1,1.73,2.17,1.72,True
3749,Bundesliga (Germany),2024,2025-09-25 18:00:00,Bun-Team-10,Bun-Team-05,FINISHED,0.0,1.0,0.93,0.92,2.46,2.97,3.08,2.47,1.54,3.12,1.37,True
3750,Bundesliga (Germany),2024,2025-09-25 16:00:00,Bun-Team-07,Bun-Team-11,FINISHED,2.0,1.0,1.94,1.23,1.69,4.06,4.49,1.78,2.03,1.78,2.05,True
3751,Bundesliga (Germany),2024,2025-09-25 13:00:00,Bun-Team-01,Bun-Team-14,FINISHED,1.0,1.0,1.98,1.37,1.74,4.35,3.87,1.55,2.5,1.5,2.59,True
3752,Bundesliga (Germany),2024,2025-09-25 13:00:00,Bun-Team-04,Bun-Team-02,FINISHED,1.0,1.0,1.38,1.04,2.75,3.43,2.45,1.95,1.88,2.17,1.69,True
3753,Ligue 1 (France),2024,2025-09-25 13:00:00,Lig-Team-01,Lig-Team-12,FINISHED,1.0,1.0,1.18,1.38,2.76,3.38,2.49,2.0,1.82,2.3,1.63,True
3754,Ligue 1 (France),2024,2025-09-25 16:00:00,Lig-Team-10,Lig-Team-09,FINISHED,0.0,2.0,0.62,1.83,5.78,3.78,1.61,2.39,1.58,2.38,1.58,True
3755,Ligue 1 (France),2024,2025-09-25 13:00:00,Lig-Team-02,Lig-Team-16,FINISHED,1.0,1.0,0.63,0.8,3.34,2.39,2.95,4.09,1.25,6.45,1.12,True
3756,Ligue 1 (France),2024,2025-09-25 16:00:00,Lig-Team-11,Lig-Team-08,FINISHED,1.0,0.0,1.26,0.27,1.72,3.24,5.88,3.05,1.38,3.36,1.34,True
3757,Ligue 1 (France),2024,2025-09-25 18:00:00,Lig-Team-07,Lig-Team-15,FINISHED,1.0,1.0,1.32,1.03,2.61,3.3,2.69,2.1,1.73,2.47,1.57,True
3758,Ligue 1 (France),2024,2025-09-25 18:00:00,Lig-Team-04,Lig-Team-03,FINISHED,0.0,1.0,0.8,0.65,2.37,2.47,4.3,4.13,1.23,6.11,1.13,True
3759,Ligue 1 (France),2024,2025-09-25 13:00:00,Lig-Team-05,Lig-Team-13,FINISHED,1.0,1.0,0.48,0.84,2.78,2.92,2.83,2.67,1.46,3.47,1.3,True
3760,Ligue 1 (France),2024,2025-09-25 16:00:00,Lig-Team-06,Lig-Team-14,FINISHED,3.0,3.0,1.51,1.94,2.18,4.13,2.75,1.45,2.74,1.5,2.66,True
3761,Premier League (England),2024,2025-10-01 16:00:00,Pre-Team-12,Pre-Team-14,FINISHED,1.0,0.0,0.92,1.06,2.63,3.27,2.66,2.11,1.74,2.48,1.53,True
